EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),
42260,2453372.50000,74261.00000,-1979.99176,4213.05179,5188.97286,-7.24544,-1.16423,-1.81565,6967.27969,0.00066,0.89824,6.24416,5.62566,2.54003,2.54078,0,45.6,-2.3,48.3,63.4,
42280,2453372.50000,74281.00000,-2124.42433,4188.77995,5151.44134,-7.19725,-1.26286,-1.93736,6967.42660,0.00065,0.89825,6.24413,5.66866,2.51872,2.51948,0,47.6,-3.0,47.8,65.0,
42300,2453372.50000,74301.00000,-2267.85942,4162.54144,5111.48459,-7.14569,-1.36089,-2.05816,6967.58233,0.00064,0.89826,6.24410,5.71257,2.49651,2.49728,0,49.4,-3.8,47.3,66.6,
42320,2453372.50000,74321.00000,-2410.22965,4134.34851,5069.12136,-7.09077,-1.45829,-2.17800,6967.74661,0.00064,0.89827,6.24406,5.75746,2.47331,2.47410,0,51.1,-4.5,46.8,68.2,
42340,2453372.50000,74341.00000,-2551.46814,4104.21435,5024.37151,-7.03252,-1.55501,-2.29681,6967.91916,0.00063,0.89828,6.24403,5.80342,2.44905,2.44985,0,52.8,-5.2,46.3,69.7,
42360,2453372.50000,74361.00000,-2691.50854,4072.15303,4977.25602,-6.97097,-1.65100,-2.41455,6968.09969,0.00062,0.89829,6.24400,5.85051,2.42365,2.42446,0,54.3,-6.0,45.7,71.2,
42380,2453372.50000,74381.00000,-2830.28504,4038.17953,4927.79698,-6.90614,-1.74622,-2.53116,6968.28787,0.00061,0.89830,6.24397,5.89884,2.39702,2.39784,0,55.8,-6.7,45.1,72.7,
42400,2453372.50000,74401.00000,-2967.73243,4002.30973,4876.01758,-6.83806,-1.84062,-2.64658,6968.48332,0.00060,0.89831,6.24394,5.94848,2.36907,2.36991,0,57.2,-7.4,44.5,74.1,
42420,2453372.50000,74421.00000,-3103.78610,3964.56039,4821.94210,-6.76677,-1.93417,-2.76076,6968.68558,0.00059,0.89832,6.24391,5.99951,2.33973,2.34058,0,58.6,-8.2,43.9,75.6,
42440,2453372.50000,74441.00000,-3238.38209,3924.94915,4765.59589,-6.69230,-2.02680,-2.87364,6968.89416,0.00058,0.89834,6.24388,6.05203,2.30892,2.30977,0,59.9,-8.9,43.3,76.9,
42460,2453372.50000,74461.00000,-3371.45712,3883.49454,4707.00538,-6.61468,-2.11850,-2.98518,6969.10855,0.00057,0.89835,6.24386,6.10612,2.27653,2.27739,0,61.1,-9.6,42.6,78.3,
42480,2453372.50000,74481.00000,-3502.94862,3840.21593,4646.19805,-6.53395,-2.20920,-3.09532,6969.32833,0.00055,0.89836,6.24383,6.16190,2.24245,2.24331,0,62.3,-10.3,42.0,79.6,
42500,2453372.50000,74501.00000,-3632.79474,3795.13356,4583.20243,-6.45015,-2.29886,-3.20400,6969.55320,0.00054,0.89837,6.24380,6.21951,2.20653,2.20741,0,63.4,-11.0,41.3,80.9,
42520,2453372.50000,74521.00000,-3760.93440,3748.26851,4518.04808,-6.36331,-2.38746,-3.31118,6969.78297,0.00053,0.89839,6.24378,6.27912,2.16862,2.16950,0,64.5,-11.7,40.6,82.2,
42540,2453372.50000,74541.00000,-3887.30734,3699.64271,4450.76556,-6.27348,-2.47493,-3.41681,6970.01744,0.00052,0.89840,6.24375,0.05770,2.12855,2.12943,0,65.5,-12.4,39.8,83.4,
42560,2453372.50000,74561.00000,-4011.85407,3649.27890,4381.38645,-6.18070,-2.56125,-3.52083,6970.25630,0.00051,0.89842,6.24373,0.12176,2.08620,2.08708,0,66.5,-13.1,39.1,84.6,
42580,2453372.50000,74581.00000,-4134.51600,3597.20064,4309.94331,-6.08501,-2.64637,-3.62320,6970.49905,0.00049,0.89843,6.24371,0.18819,2.04147,2.04235,0,67.5,-13.8,38.3,85.8,
42600,2453372.50000,74601.00000,-4255.23539,3543.43230,4236.46966,-5.98645,-2.73025,-3.72387,6970.74506,0.00048,0.89844,6.24368,0.25703,1.99433,1.99521,0,68.4,-14.5,37.6,87.0,
42620,2453372.50000,74621.00000,-4373.95539,3487.99903,4161.00000,-5.88508,-2.81286,-3.82280,6970.99365,0.00047,0.89846,6.24366,0.32830,1.94476,1.94564,0,69.3,-15.2,36.8,88.1,
42640,2453372.50000,74641.00000,-4490.62011,3430.92677,4083.56976,-5.78093,-2.89415,-3.91992,6971.24416,0.00046,0.89847,6.24364,0.40199,1.89277,1.89365,0,70.1,-15.9,36.0,89.2,
42660,2453372.50000,74661.00000,-4605.17457,3372.24225,4004.21530,-5.67406,-2.97408,-4.01521,6971.49601,0.00045,0.89849,6.24362,0.47809,1.83838,1.83925,0,71.0,-16.5,35.2,90.3,
42680,2453372.50000,74681.00000,-4717.56483,3311.97293,3922.97391,-5.56452,-3.05262,-4.10861,6971.74870,0.00044,0.89850,6.24360,0.55654,1.78164,1.78251,0,71.8,-17.2,34.4,91.3,
42700,2453372.50000,74701.00000,-4827.73791,3250.14703,3839.88375,-5.45236,-3.12973,-4.20008,6972.00174,0.00043,0.89851,6.24358,0.63723,1.72265,1.72351,0,72.5,-17.9,33.6,92.4,
42720,2453372.50000,74721.00000,-4935.64189,3186.79351,3754.98386,-5.33762,-3.20537,-4.28958,6972.25465,0.00043,0.89853,6.24356,0.72001,1.66158,1.66243,0,73.3,-18.6,32.7,93.4,
42740,2453372.50000,74741.00000,-5041.22592,3121.94206,3668.31416,-5.22037,-3.27952,-4.37705,6972.50696,0.00042,0.89854,6.24355,0.80466,1.59864,1.59948,0,74.0,-19.2,31.9,94.4,
42760,2453372.50000,74761.00000,-5144.44022,3055.62305,3579.91539,-5.10066,-3.35212,-4.46248,6972.75822,0.00042,0.89856,6.24353,0.89088,1.53412,1.53495,0,74.7,-19.9,31.0,95.4,
42780,2453372.50000,74781.00000,-5245.23611,2987.86758,3489.82912,-4.97854,-3.42316,-4.54580,6973.00801,0.00041,0.89857,6.24351,0.97836,1.46835,1.46917,0,75.4,-20.5,30.2,96.3,
42800,2453372.50000,74801.00000,-5343.56606,2918.70738,3398.09770,-4.85407,-3.49259,-4.62698,6973.25600,0.00041,0.89859,6.24350,1.06674,1.40168,1.40249,0,76.1,-21.2,29.3,97.3,
42820,2453372.50000,74821.00000,-5439.38369,2848.17491,3304.76430,-4.72732,-3.56038,-4.70599,6973.50184,0.00041,0.89860,6.24349,1.15562,1.33451,1.33530,0,76.8,-21.8,28.4,98.2,
42840,2453372.50000,74841.00000,-5532.64380,2776.30322,3209.87281,-4.59833,-3.62651,-4.78279,6973.74515,0.00041,0.89861,6.24347,1.24460,1.26725,1.26802,0,77.4,-22.5,27.5,99.1,
42860,2453372.50000,74861.00000,-5623.30237,2703.12603,3113.46788,-4.46717,-3.69093,-4.85733,6973.98554,0.00041,0.89863,6.24346,1.33323,1.20032,1.20109,0,78.0,-23.1,26.6,100.0,
42880,2453372.50000,74881.00000,-5711.31664,2628.67767,3015.59487,-4.33391,-3.75362,-4.92959,6974.22261,0.00041,0.89864,6.24345,1.42111,1.13415,1.13490,0,78.7,-23.8,25.7,100.9,
42900,2453372.50000,74901.00000,-5796.64504,2552.99307,2916.29985,-4.19860,-3.81455,-4.99953,6974.45592,0.00041,0.89865,6.24344,1.50786,1.06912,1.06985,0,79.3,-24.4,24.8,101.7,
42920,2453372.50000,74921.00000,-5879.24730,2476.10776,2815.62956,-4.06130,-3.87368,-5.06711,6974.68504,0.00042,0.89867,6.24343,1.59313,1.00555,1.00626,0,79.8,-25.1,23.9,102.6,
42940,2453372.50000,74941.00000,-5959.08441,2398.05781,2713.63138,-3.92209,-3.93100,-5.13231,6974.90956,0.00042,0.89868,6.24342,1.67667,0.94373,0.94442,0,80.4,-25.7,23.0,103.4,
42960,2453372.50000,74961.00000,-6036.11866,2318.87987,2610.35335,-3.78103,-3.98648,-5.19509,6975.12906,0.00043,0.89869,6.24341,1.75826,0.88385,0.88452,0,81.0,-26.3,22.1,104.2,
42980,2453372.50000,74981.00000,-6110.31366,2238.61113,2505.84410,-3.63818,-4.04008,-5.25542,6975.34317,0.00044,0.89870,6.24340,1.83776,0.82607,0.82671,0,81.5,-27.0,21.2,105.0,
43000,2453372.50000,75001.00000,-6181.63437,2157.28926,2400.15285,-3.49361,-4.09179,-5.31328,6975.55148,0.00045,0.89871,6.24340,1.91510,0.77045,0.77107,0,82.1,-27.6,20.2,105.8,
43020,2453372.50000,75021.00000,-6250.04707,2074.95248,2293.32941,-3.34739,-4.14157,-5.36864,6975.75363,0.00045,0.89872,6.24339,1.99023,0.71703,0.71763,0,82.6,-28.2,19.3,106.6,
43040,2453372.50000,75041.00000,-6315.51942,1991.63946,2185.42409,-3.19959,-4.18941,-5.42147,6975.94922,0.00046,0.89873,6.24338,2.06318,0.66579,0.66636,0,83.2,-28.9,18.3,107.4,
43060,2453372.50000,75061.00000,-6378.02049,1907.38934,2076.48774,-3.05027,-4.23528,-5.47174,6976.13786,0.00047,0.89874,6.24338,2.13400,0.61669,0.61724,0,83.7,-29.5,17.4,108.2,
43080,2453372.50000,75081.00000,-6437.52071,1822.24172,1966.57170,-2.89952,-4.27915,-5.51943,6976.31913,0.00048,0.89875,6.24337,2.20276,0.56965,0.57017,0,84.2,-30.1,16.4,108.9,
43100,2453372.50000,75101.00000,-6493.99195,1736.23660,1855.72779,-2.74739,-4.32102,-5.56452,6976.49262,0.00049,0.89876,6.24337,2.26955,0.52458,0.52507,0,84.7,-30.8,15.5,109.7,
43120,2453372.50000,75121.00000,-6547.40750,1649.41443,1744.00825,-2.59396,-4.36086,-5.60699,6976.65792,0.00050,0.89877,6.24336,2.33447,0.48138,0.48184,0,85.2,-31.4,14.5,110.4,
43140,2453372.50000,75141.00000,-6597.74208,1561.81602,1631.46576,-2.43930,-4.39864,-5.64682,6976.81467,0.00051,0.89878,6.24336,2.39766,0.43991,0.44034,0,85.7,-32.0,13.6,111.2,
43160,2453372.50000,75161.00000,-6644.97187,1473.48256,1518.15339,-2.28349,-4.43436,-5.68398,6976.96251,0.00052,0.89879,6.24336,2.45923,0.40006,0.40046,0,86.2,-32.6,12.6,111.9,
43180,2453372.50000,75181.00000,-6689.07454,1384.45558,1404.12459,-2.12660,-4.46799,-5.71846,6977.10109,0.00053,0.89880,6.24336,2.51931,0.36169,0.36207,0,86.7,-33.2,11.7,112.6,
43200,2453372.50000,75201.00000,-6730.02919,1294.77697,1289.43312,-1.96870,-4.49952,-5.75024,6977.23009,0.00054,0.89880,6.24335,2.57804,0.32468,0.32503,0,87.1,-33.9,10.7,113.3,
43220,2453372.50000,75221.00000,-6767.81645,1204.48889,1174.13311,-1.80987,-4.52893,-5.77931,6977.34916,0.00054,0.89881,6.24335,2.63555,0.28890,0.28921,0,87.6,-34.5,9.7,114.0,
43240,2453372.50000,75241.00000,-6802.41843,1113.63384,1058.27894,-1.65019,-4.55622,-5.80565,6977.45801,0.00055,0.89881,6.24335,2.69195,0.25422,0.25449,0,88.1,-35.1,8.8,114.8,
43260,2453372.50000,75261.00000,-6833.81874,1022.25455,941.92528,-1.48972,-4.58135,-5.82926,6977.55633,0.00056,0.89882,6.24335,2.74738,0.22051,0.22076,0,88.5,-35.7,7.8,115.5,
43280,2453372.50000,75281.00000,-6862.00250,930.39403,825.12703,-1.32855,-4.60434,-5.85011,6977.64385,0.00056,0.89882,6.24335,2.80194,0.18768,0.18789,0,89.0,-36.3,6.8,116.2,
43300,2453372.50000,75301.00000,-6886.95639,838.09550,707.93931,-1.16674,-4.62515,-5.86820,6977.72029,0.00057,0.89883,6.24335,2.85575,0.15559,0.15576,0,89.5,-36.9,5.8,116.9,
43320,2453372.50000,75321.00000,-6908.66857,745.40241,590.41743,-1.00439,-4.64379,-5.88352,6977.78539,0.00058,0.89883,6.24335,2.90891,0.12414,0.12429,0,89.9,-37.5,4.9,117.6,
43340,2453372.50000,75341.00000,-6927.12876,652.35838,472.61687,-0.84156,-4.66025,-5.89607,6977.83893,0.00058,0.89883,6.24335,2.96153,0.09325,0.09336,0,90.4,-38.2,3.9,118.3,
43360,2453372.50000,75361.00000,-6942.32823,559.00722,354.59322,-0.67833,-4.67450,-5.90583,6977.88079,0.00058,0.89883,6.24335,3.01369,0.06281,0.06289,0,90.8,-38.8,2.9,119.0,
43380,2453372.50000,75381.00000,-6954.25978,465.39286,236.40220,-0.51478,-4.68656,-5.91281,6977.91096,0.00059,0.89884,6.24335,3.06549,0.03274,0.03277,0,91.3,-39.4,1.9,119.6,
43400,2453372.50000,75401.00000,-6962.91776,371.55938,118.09960,-0.35099,-4.69642,-5.91699,6977.92946,0.00059,0.89884,6.24335,3.11703,0.00292,0.00293,0,91.7,-40.0,0.9,120.3,
43420,2453372.50000,75421.00000,-6968.29808,277.55094,-0.25874,-0.18703,-4.70406,-5.91838,6977.93631,0.00059,0.89884,6.24335,3.16840,6.25646,6.25643,0,92.2,-40.6,-0.0,121.0,
43440,2453372.50000,75441.00000,-6970.39821,183.41182,-118.61693,-0.02298,-4.70949,-5.91697,6977.93153,0.00059,0.89884,6.24335,3.21970,6.22688,6.22681,0,92.6,-41.2,-1.0,121.7,
43460,2453372.50000,75461.00000,-6969.21715,89.18632,-236.91910,0.14108,-4.71270,-5.91278,6977.91518,0.00059,0.89883,6.24335,3.27101,6.19729,6.19719,0,93.1,-41.8,-2.0,122.4,
43480,2453372.50000,75481.00000,-6964.75548,-5.08121,-355.10942,0.30507,-4.71369,-5.90579,6977.88738,0.00059,0.89883,6.24335,3.32243,6.16760,6.16746,0,93.5,-42.4,-3.0,123.1,
43500,2453372.50000,75501.00000,-6957.01532,-99.34637,-473.13209,0.46892,-4.71246,-5.89601,6977.84827,0.00059,0.89883,6.24335,3.37403,6.13771,6.13754,0,94.0,-43.0,-3.9,123.8,
43520,2453372.50000,75521.00000,-6946.00035,-193.56480,-590.93139,0.63254,-4.70901,-5.88345,6977.79799,0.00059,0.89883,6.24335,3.42591,6.10756,6.10735,0,94.4,-43.6,-4.9,124.5,
43540,2453372.50000,75541.00000,-6931.71579,-287.69216,-708.45173,0.79586,-4.70335,-5.86812,6977.73671,0.00058,0.89882,6.24334,3.47815,6.07704,6.07680,0,94.9,-44.2,-5.9,125.2,
43560,2453372.50000,75561.00000,-6914.16843,-381.68412,-825.63764,0.95881,-4.69548,-5.85001,6977.66468,0.00058,0.89882,6.24334,3.53083,6.04609,6.04582,0,95.3,-44.8,-6.9,125.9,
43580,2453372.50000,75581.00000,-6893.36658,-475.49647,-942.43382,1.12130,-4.68539,-5.82915,6977.58224,0.00057,0.89881,6.24334,3.58402,6.01462,6.01431,0,95.7,-45.4,-7.8,126.6,
43600,2453372.50000,75601.00000,-6869.32011,-569.08504,-1058.78514,1.28326,-4.67310,-5.80553,6977.48972,0.00057,0.89881,6.24334,3.63783,5.98253,5.98219,0,96.2,-46.0,-8.8,127.3,
43620,2453372.50000,75621.00000,-6842.04041,-662.40580,-1174.63671,1.44461,-4.65861,-5.77917,6977.38736,0.00056,0.89880,6.24334,3.69236,5.94972,5.94935,0,96.6,-46.6,-9.8,128.0,
43640,2453372.50000,75641.00000,-6811.54040,-755.41483,-1289.93386,1.60527,-4.64193,-5.75009,6977.27526,0.00056,0.89879,6.24334,3.74773,5.91607,5.91567,0,97.1,-47.2,-10.8,128.7,
43660,2453372.50000,75661.00000,-6777.83453,-848.06837,-1404.62220,1.76518,-4.62306,-5.71829,6977.15344,0.00055,0.89879,6.24334,3.80406,5.88146,5.88103,0,97.6,-47.8,-11.7,129.4,
43680,2453372.50000,75681.00000,-6740.93875,-940.32282,-1518.64763,1.92425,-4.60202,-5.68380,6977.02192,0.00055,0.89878,6.24333,3.86147,5.84577,5.84530,0,98.0,-48.4,-12.7,130.2,
43700,2453372.50000,75701.00000,-6700.87052,-1032.13478,-1631.95633,2.08241,-4.57881,-5.64663,6976.88085,0.00054,0.89877,6.24333,3.92006,5.80890,5.80841,0,98.5,-49.0,-13.6,130.9,
43720,2453372.50000,75721.00000,-6657.64883,-1123.46106,-1744.49488,2.23959,-4.55345,-5.60679,6976.73051,0.00053,0.89876,6.24333,3.97992,5.77076,5.77024,0,98.9,-49.6,-14.6,131.6,
43740,2453372.50000,75741.00000,-6611.29412,-1214.25869,-1856.21019,2.39570,-4.52595,-5.56430,6976.57122,0.00052,0.89875,6.24332,4.04112,5.73128,5.73073,0,99.4,-50.2,-15.6,132.4,
43760,2453372.50000,75761.00000,-6561.82835,-1304.48498,-1967.04958,2.55068,-4.49632,-5.51920,6976.40337,0.00052,0.89874,6.24332,4.10376,5.69035,5.68978,0,99.9,-50.8,-16.5,133.1,
43780,2453372.50000,75781.00000,-6509.27491,-1394.09749,-2076.96079,2.70446,-4.46458,-5.47149,6976.22734,0.00051,0.89873,6.24331,4.16792,5.64791,5.64731,0,100.3,-51.3,-17.5,133.9,
43800,2453372.50000,75801.00000,-6453.65868,-1483.05408,-2185.89200,2.85695,-4.43073,-5.42120,6976.04353,0.00050,0.89872,6.24331,4.23367,5.60389,5.60326,0,100.8,-51.9,-18.4,134.7,
43820,2453372.50000,75821.00000,-6395.00595,-1571.31293,-2293.79185,3.00809,-4.39481,-5.36836,6975.85231,0.00049,0.89871,6.24330,4.30107,5.55820,5.55755,0,101.3,-52.5,-19.3,135.4,
43840,2453372.50000,75841.00000,-6333.34448,-1658.83256,-2400.60951,3.15781,-4.35681,-5.31299,6975.65407,0.00049,0.89870,6.24329,4.37017,5.51082,5.51014,0,101.8,-53.1,-20.3,136.2,
43860,2453372.50000,75861.00000,-6268.70342,-1745.57181,-2506.29462,3.30604,-4.31677,-5.25511,6975.44919,0.00048,0.89869,6.24328,4.44099,5.46171,5.46101,0,102.3,-53.7,-21.2,137.0,
43880,2453372.50000,75881.00000,-6201.11334,-1831.48994,-2610.79740,3.45270,-4.27470,-5.19476,6975.23801,0.00047,0.89867,6.24328,4.51356,5.41086,5.41014,0,102.8,-54.3,-22.1,137.8,
43900,2453372.50000,75901.00000,-6130.60618,-1916.54656,-2714.06861,3.59774,-4.23063,-5.13196,6975.02095,0.00047,0.89866,6.24327,4.58784,5.35830,5.35755,0,103.3,-54.9,-23.1,138.7,
43920,2453372.50000,75921.00000,-6057.21527,-2000.70171,-2816.05962,3.74107,-4.18456,-5.06674,6974.79841,0.00046,0.89865,6.24326,4.66375,5.30409,5.30333,0,103.8,-55.4,-24.0,139.5,
43940,2453372.50000,75941.00000,-5980.97528,-2083.91586,-2916.72238,3.88263,-4.13653,-4.99914,6974.57086,0.00046,0.89864,6.24325,4.74120,5.24836,5.24758,0,104.3,-56.0,-24.9,140.3,
43960,2453372.50000,75961.00000,-5901.92225,-2166.14993,-3016.00950,4.02236,-4.08656,-4.92918,6974.33879,0.00045,0.89862,6.24324,4.82003,5.19124,5.19044,0,104.8,-56.6,-25.8,141.2,
43980,2453372.50000,75981.00000,-5820.09350,-2247.36529,-3113.87424,4.16019,-4.03466,-4.85691,6974.10265,0.00045,0.89861,6.24322,4.90006,5.13293,5.13211,0,105.4,-57.2,-26.7,142.1,
44000,2453372.50000,76001.00000,-5735.52769,-2327.52381,-3210.27053,4.29606,-3.98088,-4.78234,6973.86289,0.00045,0.89859,6.24321,4.98105,5.07365,5.07281,0,105.9,-57.8,-27.6,143.0,
44020,2453372.50000,76021.00000,-5648.26474,-2406.58786,-3305.15301,4.42989,-3.92522,-4.70553,6973.61991,0.00044,0.89858,6.24320,5.06279,5.01362,5.01277,0,106.5,-58.3,-28.5,143.9,
44040,2453372.50000,76041.00000,-5558.34584,-2484.52032,-3398.47704,4.56164,-3.86772,-4.62651,6973.37408,0.00044,0.89857,6.24318,5.14500,4.95312,4.95226,0,107.0,-58.9,-29.3,144.8,
44060,2453372.50000,76061.00000,-5465.81343,-2561.28462,-3490.19870,4.69124,-3.80841,-4.54530,6973.12583,0.00044,0.89855,6.24317,5.22738,4.89245,4.89158,0,107.6,-59.5,-30.2,145.7,
44080,2453372.50000,76081.00000,-5370.71117,-2636.84473,-3580.27486,4.81862,-3.74731,-4.46196,6972.87556,0.00044,0.89854,6.24315,5.30964,4.83190,4.83101,0,108.2,-60.1,-31.1,146.7,
44100,2453372.50000,76101.00000,-5273.08394,-2711.16520,-3668.66315,4.94372,-3.68445,-4.37652,6972.62370,0.00045,0.89852,6.24314,5.39148,4.77177,4.77087,0,108.8,-60.6,-31.9,147.7,
44120,2453372.50000,76121.00000,-5172.97779,-2784.21117,-3755.32200,5.06650,-3.61986,-4.28902,6972.37063,0.00045,0.89851,6.24312,5.47262,4.71233,4.71143,0,109.4,-61.2,-32.8,148.7,
44140,2453372.50000,76141.00000,-5070.43992,-2855.94837,-3840.21067,5.18689,-3.55358,-4.19951,6972.11676,0.00046,0.89849,6.24310,5.55280,4.65387,4.65296,0,110.0,-61.8,-33.6,149.7,
44160,2453372.50000,76161.00000,-4965.51868,-2926.34316,-3923.28927,5.30483,-3.48563,-4.10802,6971.86258,0.00046,0.89848,6.24308,5.63176,4.59661,4.59570,0,110.7,-62.4,-34.4,150.7,
44180,2453372.50000,76181.00000,-4858.26355,-2995.36253,-4004.51875,5.42027,-3.41604,-4.01461,6971.60866,0.00047,0.89846,6.24306,5.70926,4.54081,4.53989,0,111.3,-62.9,-35.2,151.8,
44200,2453372.50000,76201.00000,-4748.72508,-3062.97413,-4083.86095,5.53315,-3.34485,-3.91930,6971.35561,0.00047,0.89845,6.24304,5.78511,4.48667,4.48575,0,112.0,-63.5,-36.0,152.9,
44220,2453372.50000,76221.00000,-4636.95488,-3129.14628,-4161.27858,5.64343,-3.27210,-3.82216,6971.10403,0.00048,0.89843,6.24302,5.85912,4.43436,4.43344,0,112.7,-64.0,-36.8,154.0,
44240,2453372.50000,76241.00000,-4523.00562,-3193.84795,-4236.73529,5.75105,-3.19781,-3.72322,6970.85446,0.00049,0.89842,6.24300,5.93121,4.38398,4.38306,0,113.4,-64.6,-37.6,155.1,
44260,2453372.50000,76261.00000,-4406.93097,-3257.04884,-4310.19564,5.85596,-3.12203,-3.62253,6970.60736,0.00050,0.89841,6.24297,6.00130,4.33559,4.33467,0,114.2,-65.2,-38.4,156.3,
44280,2453372.50000,76281.00000,-4288.78559,-3318.71933,-4381.62514,5.95811,-3.04478,-3.52014,6970.36319,0.00051,0.89839,6.24295,6.06938,4.28921,4.28828,0,114.9,-65.7,-39.1,157.5,
44300,2453372.50000,76301.00000,-4168.62512,-3378.83055,-4450.99026,6.05746,-2.96611,-3.41610,6970.12240,0.00052,0.89838,6.24293,6.13547,4.24482,4.24390,0,115.7,-66.3,-39.9,158.7,
44320,2453372.50000,76321.00000,-4046.50612,-3437.35433,-4518.25842,6.15396,-2.88604,-3.31045,6969.88542,0.00053,0.89836,6.24290,6.19959,4.20241,4.20149,0,116.5,-66.8,-40.6,159.9,
44340,2453372.50000,76341.00000,-3922.48607,-3494.26327,-4583.39807,6.24756,-2.80463,-3.20326,6969.65269,0.00054,0.89835,6.24287,6.26178,4.16191,4.16100,0,117.4,-67.4,-41.3,161.2,
44360,2453372.50000,76361.00000,-3796.62333,-3549.53072,-4646.37862,6.33822,-2.72190,-3.09455,6969.42460,0.00055,0.89834,6.24285,0.03894,4.12327,4.12236,0,118.2,-67.9,-42.0,162.5,
44380,2453372.50000,76381.00000,-3668.97711,-3603.13081,-4707.17052,6.42590,-2.63790,-2.98440,6969.20155,0.00056,0.89832,6.24282,0.09751,4.08640,4.08550,0,119.1,-68.5,-42.7,163.8,
44400,2453372.50000,76401.00000,-3539.60748,-3655.03843,-4765.74525,6.51056,-2.55266,-2.87284,6968.98389,0.00056,0.89831,6.24279,0.15439,4.05122,4.05033,0,120.1,-69.0,-43.3,165.1,
44420,2453372.50000,76421.00000,-3408.57528,-3705.22929,-4822.07533,6.59215,-2.46623,-2.75994,6968.77196,0.00057,0.89830,6.24276,0.20966,4.01765,4.01676,0,121.0,-69.5,-44.0,166.5,
44440,2453372.50000,76441.00000,-3275.94212,-3753.67990,-4876.13433,6.67065,-2.37864,-2.64575,6968.56606,0.00058,0.89829,6.24273,0.26343,3.98557,3.98470,0,122.0,-70.1,-44.6,167.9,
44460,2453372.50000,76461.00000,-3141.77038,-3800.36757,-4927.89689,6.74600,-2.28994,-2.53031,6968.36646,0.00059,0.89828,6.24270,0.31580,3.95490,3.95404,0,123.1,-70.6,-45.2,169.4,
44480,2453372.50000,76481.00000,-3006.12314,-3845.27046,-4977.33874,6.81819,-2.20017,-2.41368,6968.17347,0.00060,0.89826,6.24267,0.36686,3.92553,3.92468,0,124.2,-71.1,-45.8,170.9,
44500,2453372.50000,76501.00000,-2869.06416,-3888.36754,-5024.43668,6.88717,-2.10937,-2.29593,6967.98743,0.00061,0.89825,6.24264,0.41671,3.89738,3.89654,0,125.3,-71.6,-46.3,172.4,
44520,2453372.50000,76521.00000,-2730.65787,-3929.63865,-5069.16863,6.95292,-2.01758,-2.17709,6967.80873,0.00062,0.89824,6.24261,0.46543,3.87036,3.86954,0,126.5,-72.1,-46.8,173.9,
44540,2453372.50000,76541.00000,-2590.96931,-3969.06447,-5111.51362,7.01539,-1.92485,-2.05724,6967.63778,0.00062,0.89823,6.24258,0.51308,3.84440,3.84360,0,127.8,-72.6,-47.4,175.5,
44560,2453372.50000,76561.00000,-2450.06413,-4006.62656,-5151.45178,7.07457,-1.83121,-1.93642,6967.47493,0.00063,0.89822,6.24254,0.55973,3.81945,3.81866,0,129.1,-73.1,-47.8,177.1,
44580,2453372.50000,76581.00000,-2308.00853,-4042.30734,-5188.96439,7.13043,-1.73672,-1.81469,6967.32057,0.00063,0.89822,6.24251,0.60544,3.79543,3.79466,0,130.5,-73.6,-48.3,178.8,
44600,2453372.50000,76601.00000,-2164.86925,-4076.09012,-5224.03387,7.18294,-1.64142,-1.69212,6967.17507,0.00064,0.89821,6.24248,0.65028,3.77228,3.77153,0,132.0,-74.1,-48.7,-179.6,
44620,2453372.50000,76621.00000,-2020.71353,-4107.95908,-5256.64377,7.23207,-1.54535,-1.56875,6967.03881,0.00064,0.89820,6.24244,0.69430,3.74995,3.74922,0,133.5,-74.6,-49.1,-177.9,
44640,2453372.50000,76641.00000,-1875.60907,-4137.89930,-5286.77880,7.27781,-1.44856,-1.44464,6966.91216,0.00065,0.89819,6.24241,0.73755,3.72840,3.72768,0,135.1,-75.1,-49.5,-176.1,
44660,2453372.50000,76661.00000,-1729.62402,-4165.89679,-5314.42483,7.32013,-1.35108,-1.31986,6966.79542,0.00065,0.89819,6.24237,0.78008,3.70756,3.70687,0,136.8,-75.5,-49.9,-174.4,
44680,2453372.50000,76681.00000,-1582.82693,-4191.93842,-5339.56891,7.35901,-1.25298,-1.19445,6966.68886,0.00065,0.89818,6.24234,0.82192,3.68741,3.68674,0,138.6,-76.0,-50.2,-172.6,
44700,2453372.50000,76701.00000,-1435.28674,-4216.01200,-5362.19922,7.39443,-1.15429,-1.06849,6966.59269,0.00065,0.89817,6.24230,0.86314,3.66788,3.66723,0,140.6,-76.4,-50.5,-170.8,
44720,2453372.50000,76721.00000,-1287.07272,-4238.10626,-5382.30516,7.42639,-1.05505,-0.94203,6966.50707,0.00065,0.89817,6.24226,0.90378,3.64893,3.64830,0,142.6,-76.8,-50.7,-169.0,
44740,2453372.50000,76741.00000,-1138.25445,-4258.21083,-5399.87728,7.45486,-0.95533,-0.81512,6966.43214,0.00065,0.89817,6.24223,0.94390,3.63051,3.62990,0,144.7,-77.2,-51.0,-167.1,
